keyword,period,ratio
신사동 맛집,2021-11-01,83.11494
신사동 맛집,2021-12-01,74.57289
신사동 맛집,2022-01-01,72.83546
신사동 맛집,2022-02-01,61.15027
신사동 맛집,2022-03-01,65.62033
신사동 맛집,2022-04-01,73.44086
신사동 맛집,2022-05-01,81.9912
신사동 맛집,2022-06-01,84.07281
신사동 맛집,2022-07-01,93.15392
신사동 맛집,2022-08-01,81.84607
신사동 맛집,2022-09-01,68.02952
신사동 맛집,2022-10-01,77.1438
신사동 맛집,2022-11-01,75.39807
신사동 맛집,2022-12-01,78.69878
신사동 맛집,2023-01-01,72.82302
신사동 맛집,2023-02-01,72.06833
신사동 맛집,2023-03-01,69.45181
신사동 맛집,2023-04-01,61.09636
신사동 맛집,2023-05-01,62.67208
신사동 맛집,2023-06-01,57.26073
신사동 맛집,2023-07-01,59.59528
신사동 맛집,2023-08-01,60.94708
신사동 맛집,2023-09-01,61.74324
신사동 맛집,2023-10-01,66.40404
신사동 맛집,2023-11-01,65.69082
신사동 맛집,2023-12-01,58.5379
신사동 맛집,2024-01-01,53.54121
신사동 맛집,2024-02-01,54.70641
신사동 맛집,2024-03-01,50.33587
신사동 맛집,2024-04-01,48.51136
신사동 맛집,2024-05-01,49.24946
신사동 맛집,2024-06-01,48.66478
신사동 맛집,2024-07-01,51.63791
신사동 맛집,2024-08-01,52.43406
신사동 맛집,2024-09-01,44.5845
신사동 맛집,2024-10-01,46.72001
신사동 맛집,2024-11-01,42.38265
신사동 맛집,2024-12-01,44.6467
신사동 카페,2019-01-01,16.54917
신사동 카페,2019-02-01,13.7502
신사동 카페,2019-03-01,15.84839
신사동 카페,2019-04-01,12.22839
신사동 카페,2019-05-01,13.46409
신사동 카페,2019-06-01,12.90014
신사동 카페,2019-07-01,13.80826
신사동 카페,2019-08-01,16.20915
신사동 카페,2019-09-01,11.06319
신사동 카페,2019-10-01,12.44816
신사동 카페,2019-11-01,16.22159
신사동 카페,2019-12-01,16.93481
신사동 카페,2020-01-01,19.60938
신사동 카페,2020-02-01,15.76546
신사동 카페,2020-03-01,11.97545
신사동 카페,2020-04-01,14.77857
신사동 카페,2020-05-01,14.54635
신사동 카페,2020-06-01,15.102
신사동 카페,2020-07-01,16.83944
신사동 카페,2020-08-01,12.98308
신사동 카페,2020-09-01,10.03483
신사동 카페,2020-10-01,14.51733
신사동 카페,2020-11-01,11.7225
신사동 카페,2020-12-01,3.0602
신사동 카페,2021-01-01,8.343
신사동 카페,2021-02-01,15.29275
신사동 카페,2021-03-01,16.44965
신사동 카페,2021-04-01,14.82003
신사동 카페,2021-05-01,16.97628
신사동 카페,2021-06-01,15.20152
신사동 카페,2021-07-01,12.96649
신사동 카페,2021-08-01,15.11444
신사동 카페,2021-09-01,15.16835
신사동 카페,2021-10-01,17.49875
신사동 카페,2021-11-01,17.87609
신사동 카페,2021-12-01,17.13799
신사동 카페,2022-01-01,18.53955
신사동 카페,2022-02-01,16.03914
신사동 카페,2022-03-01,17.27069
신사동 카페,2022-04-01,17.62315
신사동 카페,2022-05-01,18.25758
신사동 카페,2022-06-01,18.16636
신사동 카페,2022-07-01,19.77939
신사동 카페,2022-08-01,17.30386
신사동 카페,2022-09-01,13.5719
신사동 카페,2022-10-01,14.99004
신사동 카페,2022-11-01,14.41781
신사동 카페,2022-12-01,16.56991
신사동 카페,2023-01-01,17.5651
신사동 카페,2023-02-01,17.35362
신사동 카페,2023-03-01,14.48415
신사동 카페,2023-04-01,12.96234
신사동 카페,2023-05-01,12.93332
신사동 카페,2023-06-01,11.75568
신사동 카페,2023-07-01,12.84624
신사동 카페,2023-08-01,10.3085
신사동 카페,2023-09-01,8.7784
신사동 카페,2023-10-01,9.17233
신사동 카페,2023-11-01,11.23735
신사동 카페,2023-12-01,11.0549
신사동 카페,2024-01-01,9.62846
신사동 카페,2024-02-01,10.61121
신사동 카페,2024-03-01,9.31746
신사동 카페,2024-04-01,8.47155
신사동 카페,2024-05-01,8.24763
신사동 카페,2024-06-01,7.76662
신사동 카페,2024-07-01,9.23038
신사동 카페,2024-08-01,8.654
신사동 카페,2024-09-01,7.06999
신사동 카페,2024-10-01,7.56758
신사동 카페,2024-11-01,7.21927
신사동 카페,2024-12-01,8.11494
신수동 맛집,2019-01-01,3.15143
신수동 맛집,2019-02-01,3.08094
신수동 맛집,2019-03-01,3.03118
신수동 맛집,2019-04-01,2.59164
신수동 맛집,2019-05-01,3.35876
신수동 맛집,2019-06-01,2.5709
신수동 맛집,2019-07-01,3.24266
신수동 맛집,2019-08-01,3.29656
신수동 맛집,2019-09-01,2.78238
신수동 맛집,2019-10-01,3.40023
신수동 맛집,2019-11-01,3.2468
신수동 맛집,2019-12-01,3.35461
신수동 맛집,2020-01-01,3.10167
신수동 맛집,2020-02-01,3.10996
신수동 맛집,2020-03-01,2.79897
신수동 맛집,2020-04-01,3.19704
신수동 맛집,2020-05-01,4.99668
신수동 맛집,2020-06-01,3.76513
신수동 맛집,2020-07-01,4.03881
신수동 맛집,2020-08-01,3.70708
신수동 맛집,2020-09-01,2.03184
신수동 맛집,2020-10-01,2.93581
신수동 맛집,2020-11-01,2.77409
신수동 맛집,2020-12-01,1.62962
신수동 맛집,2021-01-01,1.73328
신수동 맛집,2021-02-01,2.13965
신수동 맛집,2021-03-01,2.94825
신수동 맛집,2021-04-01,3.60341
신수동 맛집,2021-05-01,3.76928
신수동 맛집,2021-06-01,4.13003
신수동 맛집,2021-07-01,3.25924
신수동 맛집,2021-08-01,2.96898
신수동 맛집,2021-09-01,3.38779
신수동 맛집,2021-10-01,3.21778
신수동 맛집,2021-11-01,3.15558
신수동 맛집,2021-12-01,3.11826
신수동 맛집,2022-01-01,2.97727
신수동 맛집,2022-02-01,2.78653
신수동 맛집,2022-03-01,3.46243
신수동 맛집,2022-04-01,4.10515
신수동 맛집,2022-05-01,4.71885
신수동 맛집,2022-06-01,4.66495
신수동 맛집,2022-07-01,4.32492
신수동 맛집,2022-08-01,4.17565
신수동 맛집,2022-09-01,3.13899
신수동 맛집,2022-10-01,3.4956
신수동 맛집,2022-11-01,3.03532
신수동 맛집,2022-12-01,3.60341
신수동 맛집,2023-01-01,2.94825
신수동 맛집,2023-02-01,2.77409
신수동 맛집,2023-03-01,3.27998
신수동 맛집,2023-04-01,2.99386
신수동 맛집,2023-05-01,3.80245
신수동 맛집,2023-06-01,3.18046
신수동 맛집,2023-07-01,3.08508
신수동 맛집,2023-08-01,3.63244
신수동 맛집,2023-09-01,3.13899
신수동 맛집,2023-10-01,2.72847
신수동 맛집,2023-11-01,2.41748
신수동 맛집,2023-12-01,2.52114
신수동 맛집,2024-01-01,2.67457
신수동 맛집,2024-02-01,2.52114
신수동 맛집,2024-03-01,2.66213
신수동 맛집,2024-04-01,2.6331
신수동 맛집,2024-05-01,3.0685
신수동 맛집,2024-06-01,2.517
신수동 맛집,2024-07-01,2.5792
신수동 맛집,2024-08-01,2.33869
신수동 맛집,2024-09-01,2.00281
신수동 맛집,2024-10-01,2.02355
신수동 맛집,2024-11-01,1.74987
신수동 맛집,2024-12-01,2.09819
신수동 카페,2019-01-01,0.43539
신수동 카페,2019-02-01,0.74639
신수동 카페,2019-03-01,0.99104
신수동 카페,2019-04-01,0.56394
신수동 카페,2019-05-01,0.44368
신수동 카페,2019-06-01,0.48515
신수동 카페,2019-07-01,0.33172
신수동 카페,2019-08-01,0.37734
신수동 카페,2019-09-01,0.19074
신수동 카페,2019-10-01,0.30685
신수동 카페,2019-11-01,0.26953
신수동 카페,2019-12-01,0.41466
신수동 카페,2020-01-01,0.43124
신수동 카페,2020-02-01,0.54735
신수동 카페,2020-03-01,0.71736
신수동 카페,2020-04-01,0.90811
신수동 카페,2020-05-01,0.78371
신수동 카페,2020-06-01,0.6676
신수동 카페,2020-07-01,0.47271
신수동 카페,2020-08-01,0.57638
신수동 카페,2020-09-01,0.38563
신수동 카페,2020-10-01,0.44783
신수동 카페,2020-11-01,0.22391
신수동 카페,2021-01-01,0.47271
신수동 카페,2021-02-01,0.70492
신수동 카페,2021-03-01,0.75468
신수동 카페,2021-04-01,0.92884
신수동 카페,2021-05-01,0.55979
신수동 카페,2021-06-01,0.74639
신수동 카페,2021-07-01,0.78785
신수동 카페,2021-08-01,0.53491
신수동 카페,2021-09-01,0.61784
신수동 카페,2021-10-01,0.42295
신수동 카페,2021-11-01,0.29855
신수동 카페,2021-12-01,0.2405
신수동 카페,2022-01-01,0.5432
신수동 카페,2022-02-01,0.59296
신수동 카페,2022-03-01,0.87493
신수동 카페,2022-04-01,1.00762
신수동 카페,2022-05-01,0.72151
신수동 카페,2022-06-01,0.78785
신수동 카페,2022-07-01,0.83347
신수동 카페,2022-08-01,0.94543
신수동 카페,2022-09-01,0.6054
신수동 카페,2022-10-01,0.58882
신수동 카페,2022-11-01,0.65102
신수동 카페,2022-12-01,0.81273
신수동 카페,2023-01-01,0.81688
신수동 카페,2023-02-01,0.98689
신수동 카페,2023-03-01,0.9786
신수동 카페,2023-04-01,0.66345
신수동 카페,2023-05-01,0.87908
신수동 카페,2023-06-01,0.68004
신수동 카페,2023-07-01,0.83761
신수동 카페,2023-08-01,1.06568
신수동 카페,2023-09-01,1.11958
신수동 카페,2023-10-01,0.94957
신수동 카페,2023-11-01,0.69248
신수동 카페,2023-12-01,0.71321
신수동 카페,2024-01-01,0.58882
신수동 카페,2024-02-01,0.53906
신수동 카페,2024-03-01,0.43954
신수동 카페,2024-04-01,0.50174
신수동 카페,2024-05-01,0.41466
신수동 카페,2024-06-01,0.70492
신수동 카페,2024-07-01,0.53491
신수동 카페,2024-08-01,0.40222
신수동 카페,2024-09-01,0.4893
신수동 카페,2024-10-01,0.32343
신수동 카페,2024-11-01,0.23635
신수동 카페,2024-12-01,0.18245
신원동 맛집,2019-01-01,47.64984
신원동 맛집,2019-02-01,44.60567
신원동 맛집,2019-03-01,49.16403
신원동 맛집,2019-04-01,41.32492
신원동 맛집,2019-05-01,43.21766
신원동 맛집,2019-06-01,39.73186
신원동 맛집,2019-07-01,43.05993
신원동 맛집,2019-08-01,51.29337
신원동 맛집,2019-09-01,39.02208
신원동 맛집,2019-10-01,49.35331
신원동 맛집,2019-11-01,48.69085
신원동 맛집,2019-12-01,51.92429
신원동 맛집,2020-01-01,39.87381
신원동 맛집,2020-02-01,35.11041
신원동 맛집,2020-03-01,44.03785
신원동 맛집,2020-04-01,64.10094
신원동 맛집,2020-05-01,66.041
신원동 맛집,2020-06-01,35
신원동 맛집,2020-07-01,37.96529
신원동 맛집,2020-08-01,35.347
신원동 맛집,2020-09-01,42.2082
신원동 맛집,2020-10-01,60.59936
신원동 맛집,2020-11-01,55.01577
신원동 맛집,2020-12-01,32.11356
신원동 맛집,2021-01-01,39.87381
신원동 맛집,2021-02-01,48.99053
신원동 맛집,2021-03-01,49.66876
신원동 맛집,2021-04-01,42.49211
신원동 맛집,2021-05-01,45.28391
신원동 맛집,2021-06-01,56.95583
신원동 맛집,2021-07-01,45.15772
신원동 맛집,2021-08-01,58.45425
신원동 맛집,2021-09-01,62.57097
신원동 맛집,2021-10-01,74.52681
신원동 맛집,2021-11-01,77.14511
신원동 맛집,2021-12-01,65.31545
신원동 맛집,2022-01-01,60.36277
신원동 맛집,2022-02-01,55.89905
신원동 맛집,2022-03-01,65.82018
신원동 맛집,2022-04-01,77.44479
신원동 맛집,2022-05-01,93.34384
신원동 맛집,2022-06-01,88.64353
신원동 맛집,2022-07-01,100
신원동 맛집,2022-08-01,93.99053
신원동 맛집,2022-09-01,86.46687
신원동 맛집,2022-10-01,93.04416
신원동 맛집,2022-11-01,77.44479
신원동 맛집,2022-12-01,85.53627
신원동 맛집,2023-01-01,82.69716
신원동 맛집,2023-02-01,78.4858
신원동 맛집,2023-03-01,83.1388
신원동 맛집,2023-04-01,83.01261
신원동 맛집,2023-05-01,87.16088
신원동 맛집,2023-06-01,82.66561
신원동 맛집,2023-07-01,84.65299
신원동 맛집,2023-08-01,84.57413
신원동 맛집,2023-09-01,77.71293
신원동 맛집,2023-10-01,76.59305
신원동 맛집,2023-11-01,83.97476
신원동 맛집,2023-12-01,72.41324
신원동 맛집,2024-01-01,68.15457
신원동 맛집,2024-02-01,66.60883
신원동 맛집,2024-03-01,66.38801
신원동 맛집,2024-04-01,63.09148
신원동 맛집,2024-05-01,65.44164
신원동 맛집,2024-06-01,59.0063
신원동 맛집,2024-07-01,64.51104
신원동 맛집,2024-08-01,67.85488
신원동 맛집,2024-09-01,56.76656
신원동 맛집,2024-10-01,56.48264
신원동 맛집,2024-11-01,51.71924
신원동 맛집,2024-12-01,51.21451
신원동 카페,2019-01-01,4.5899
신원동 카페,2019-02-01,5.09463
신원동 카페,2019-03-01,3.75394
신원동 카페,2019-04-01,4.14826
신원동 카페,2019-05-01,4.0694
신원동 카페,2019-06-01,3.45425
신원동 카페,2019-07-01,4.40063
신원동 카페,2019-08-01,4.11671
신원동 카페,2019-09-01,3.94321
신원동 카페,2019-10-01,3.42271
신원동 카페,2019-11-01,3.40694
신원동 카페,2019-12-01,4.0694
신원동 카페,2020-01-01,4.71608
신원동 카페,2020-02-01,3.80126
신원동 카페,2020-03-01,5.50473
신원동 카페,2020-04-01,5.94637
신원동 카페,2020-05-01,7.66561
신원동 카페,2020-06-01,7.16088
신원동 카페,2020-07-01,7.39747
신원동 카페,2020-08-01,6.65615
신원동 카페,2020-09-01,5.96214
신원동 카페,2020-10-01,6.48264
신원동 카페,2020-11-01,5.70977
신원동 카페,2020-12-01,0.72555
신원동 카페,2021-01-01,2.98107
신원동 카페,2021-02-01,5.67823
신원동 카페,2021-03-01,8.89589
신원동 카페,2021-04-01,6.73501
신원동 카페,2021-05-01,7.68138
신원동 카페,2021-06-01,9.21135
신원동 카페,2021-07-01,9.35331
신원동 카페,2021-08-01,8.80126
신원동 카페,2021-09-01,9.44794
신원동 카페,2021-10-01,10.89905
신원동 카페,2021-11-01,8.64353
신원동 카페,2021-12-01,8.0757
신원동 카페,2022-01-01,6.98738
신원동 카페,2022-02-01,7.79179
신원동 카페,2022-03-01,6.92429
신원동 카페,2022-04-01,8.54889
신원동 카페,2022-05-01,9.96845
신원동 카페,2022-06-01,10.70977
신원동 카페,2022-07-01,13.75394
신원동 카페,2022-08-01,10.63091
신원동 카페,2022-09-01,8.97476
신원동 카페,2022-10-01,9.82649
신원동 카페,2022-11-01,9.03785
신원동 카페,2022-12-01,9.62145
신원동 카페,2023-01-01,10
신원동 카페,2023-02-01,8.76971
신원동 카페,2023-03-01,9.4164
신원동 카페,2023-04-01,10.67823
신원동 카페,2023-05-01,10.12618
신원동 카페,2023-06-01,8.84858
신원동 카페,2023-07-01,11.2776
신원동 카페,2023-08-01,11.02523
신원동 카페,2023-09-01,8.1388
신원동 카페,2023-10-01,6.37223
신원동 카페,2023-11-01,8.01261
신원동 카페,2023-12-01,12.85488
신원동 카페,2024-01-01,10.59936
신원동 카페,2024-02-01,11.00946
신원동 카페,2024-03-01,9.66876
신원동 카페,2024-04-01,7.88643
신원동 카페,2024-05-01,7.7287
신원동 카페,2024-06-01,9.44794
신원동 카페,2024-07-01,9.87381
신원동 카페,2024-08-01,8.72239
신원동 카페,2024-09-01,7.17665
신원동 카페,2024-10-01,6.65615
신원동 카페,2024-11-01,6.11987
신원동 카페,2024-12-01,5.93059
신월1동 맛집,2019-01-01,0.82018
신월1동 맛집,2019-02-01,0.83596
신월1동 맛집,2019-03-01,0.82018
신월1동 맛집,2019-04-01,0.63091
신월1동 맛집,2019-05-01,1.29337
신월1동 맛집,2019-06-01,0.58359
신월1동 맛집,2019-07-01,0.20504
신월1동 맛집,2019-08-01,1.43533
신월1동 맛집,2019-09-01,0.37854
신월1동 맛집,2019-10-01,0.91482
신월1동 맛집,2019-11-01,1.90851
신월1동 맛집,2019-12-01,0.99369
신월1동 맛집,2020-01-01,1.40378
신월1동 맛집,2020-02-01,0.56782
신월1동 맛집,2020-03-01,0.91482
신월1동 맛집,2020-04-01,1.35646
신월1동 맛집,2020-05-01,1.90851
신월1동 맛집,2020-06-01,1.90851
신월1동 맛집,2020-07-01,1.15141
신월1동 맛집,2020-08-01,1.41955
신월1동 맛집,2020-09-01,0.93059
신월1동 맛집,2020-10-01,1.56151
신월1동 맛집,2020-11-01,0.67823
신월1동 맛집,2020-12-01,0.22082
신월1동 맛집,2021-01-01,0.45741
신월1동 맛집,2021-02-01,0.78864
신월1동 맛집,2021-03-01,1.21451
신월1동 맛집,2021-04-01,1.21451
신월1동 맛집,2021-05-01,1.32492
신월1동 맛집,2021-06-01,1.24605
신월1동 맛집,2021-07-01,1.07255
신월1동 맛집,2021-08-01,1.29337
신월1동 맛집,2021-09-01,1.65615
신월1동 맛집,2021-10-01,1.18296
신월1동 맛집,2021-11-01,1.84542
신월1동 맛집,2021-12-01,0.77287
신월1동 맛집,2022-01-01,0.72555
신월1동 맛집,2022-02-01,0.56782
신월1동 맛집,2022-03-01,0.45741
신월1동 맛집,2022-04-01,1.71924
신월1동 맛집,2022-05-01,2.00315
신월1동 맛집,2022-06-01,1.68769
신월1동 맛집,2022-07-01,1.86119
신월1동 맛집,2022-08-01,1.49842
신월1동 맛집,2022-09-01,1.7981
신월1동 맛집,2022-10-01,1.87697
신월1동 맛집,2022-11-01,1.6246
신월1동 맛집,2022-12-01,1.48264
신월1동 맛집,2023-01-01,1.02523
신월1동 맛집,2023-02-01,1.21451
신월1동 맛집,2023-03-01,1.35646
신월1동 맛집,2023-04-01,1.84542
신월1동 맛집,2023-05-01,2.25552
신월1동 맛집,2023-06-01,1.95583
신월1동 맛집,2023-07-01,1.21451
신월1동 맛집,2023-08-01,1.2776
신월1동 맛집,2023-09-01,1.1041
신월1동 맛집,2023-10-01,1.00946
신월1동 맛집,2023-11-01,0.41009
신월1동 맛집,2023-12-01,0.93059
신월1동 맛집,2024-01-01,0.67823
신월1동 맛집,2024-02-01,0.74132
신월1동 맛집,2024-03-01,0.96214
신월1동 맛집,2024-04-01,0.88328
신월1동 맛집,2024-05-01,1.57728
신월1동 맛집,2024-06-01,1.46687
신월1동 맛집,2024-07-01,0.88328
신월1동 맛집,2024-08-01,0.78864
신월1동 맛집,2024-09-01,0.96214
신월1동 맛집,2024-10-01,0.42586
신월1동 맛집,2024-11-01,0.5205
신월1동 맛집,2024-12-01,0.25236
신월1동 카페,2020-05-01,0.07886
신월1동 카페,2020-07-01,0.07886
신월1동 카페,2021-08-01,0.18927
신월1동 카페,2021-09-01,0.07886
신월1동 카페,2021-11-01,0.07886
신월1동 카페,2022-01-01,0.07886
신월1동 카페,2022-02-01,0.09463
신월1동 카페,2022-05-01,0.11041
신월1동 카페,2022-10-01,0.07886
신월2동 맛집,2019-01-01,1.40378
신월2동 맛집,2019-02-01,0.85173
신월2동 맛집,2019-03-01,0.66246
신월2동 맛집,2019-04-01,0.25236
신월2동 맛집,2019-05-01,1.13564
신월2동 맛집,2019-06-01,0.80441
신월2동 맛집,2019-07-01,0.75709
신월2동 맛집,2019-08-01,0.70977
신월2동 맛집,2019-09-01,0.29968
신월2동 맛집,2019-10-01,0.77287
신월2동 맛집,2019-11-01,0.96214
신월2동 맛집,2019-12-01,0.8675
신월2동 맛집,2020-01-01,0.77287
신월2동 맛집,2020-02-01,0.56782
신월2동 맛집,2020-03-01,0.67823
신월2동 맛집,2020-04-01,0.89905
신월2동 맛집,2020-05-01,1.48264
신월2동 맛집,2020-06-01,1.13564
신월2동 맛집,2020-07-01,1.51419
신월2동 맛집,2020-08-01,1.57728
신월2동 맛집,2020-09-01,1.19873
신월2동 맛집,2020-10-01,0.89905
신월2동 맛집,2020-11-01,0.89905
신월2동 맛집,2020-12-01,0.20504
신월2동 맛집,2021-01-01,0.63091
신월2동 맛집,2021-02-01,0.72555
신월2동 맛집,2021-03-01,1.41955
신월2동 맛집,2021-04-01,0.67823
신월2동 맛집,2021-05-01,1.26182
신월2동 맛집,2021-06-01,1.6246
신월2동 맛집,2021-07-01,1.05678
신월2동 맛집,2021-08-01,0.44164
신월2동 맛집,2021-09-01,0.41009
신월2동 맛집,2021-10-01,0.70977
신월2동 맛집,2021-11-01,0.53627
신월2동 맛집,2021-12-01,0.26813
신월2동 맛집,2022-01-01,0.72555
신월2동 맛집,2022-02-01,0.28391
신월2동 맛집,2022-03-01,0.48895
신월2동 맛집,2022-04-01,1.51419
신월2동 맛집,2022-05-01,1.92429
신월2동 맛집,2022-06-01,1.40378
신월2동 맛집,2022-07-01,1.32492
신월2동 맛집,2022-08-01,1.13564
신월2동 맛집,2022-09-01,0.77287
신월2동 맛집,2022-10-01,1.64037
신월2동 맛집,2022-11-01,0.63091
